"Abilene, TX",10180,1975,1,-,-.1
"Abilene, TX",10180,1975,2,-,-
"Abilene, TX",10180,1975,3,-,-
"Abilene, TX",10180,1975,4,-,-
"Abilene, TX",10180,1976,1,-,-
"Abilene, TX",10180,1976,2,-,-
"Abilene, TX",10180,1976,3,-,-
"Abilene, TX",10180,1976,4,-,-
"Abilene, TX",10180,1977,1,-,-
"Abilene, TX",10180,1977,2,-,-
"Abilene, TX",10180,1977,3,-,-
"Abilene, TX",10180,1977,4,-,-
"Abilene, TX",10180,1978,1,-,-
"Abilene, TX",10180,1978,2,-,-
"Abilene, TX",10180,1978,3,-,-
"Abilene, TX",10180,1978,4,-,-
"Abilene, TX",10180,1979,1,-,-
"Abilene, TX",10180,1979,2,-,-
"Abilene, TX",10180,1979,3,-,-
"Abilene, TX",10180,1979,4,-,-
"Abilene, TX",10180,1980,1,-,-
"Abilene, TX",10180,1980,2,-,-
"Abilene, TX",10180,1980,3,-,-
"Abilene, TX",10180,1980,4,-,-
"Abilene, TX",10180,1981,1,-,-
"Abilene, TX",10180,1981,2,-,-
"Abilene, TX",10180,1981,3,-,-
"Abilene, TX",10180,1981,4,-,-
"Abilene, TX",10180,1982,1,-,-
"Abilene, TX",10180,1982,2,-,-
"Abilene, TX",10180,1982,3,-,-
"Abilene, TX",10180,1982,4,-,-
"Abilene, TX",10180,1983,1,-,-
"Abilene, TX",10180,1983,2,-,-
"Abilene, TX",10180,1983,3,-,-
"Abilene, TX",10180,1983,4,-,-
"Abilene, TX",10180,1984,1,-,-
"Abilene, TX",10180,1984,2,-,-
"Abilene, TX",10180,1984,3,-,-
"Abilene, TX",10180,1984,4,-,-
"Abilene, TX",10180,1985,1,-,-
"Abilene, TX",10180,1985,2,-,-
"Abilene, TX",10180,1985,3,-,-
"Abilene, TX",10180,1985,4,-,-
"Abilene, TX",10180,1986,1,-,-
"Abilene, TX",10180,1986,2,108.06,( 2.55)
"Abilene, TX",10180,1986,3,108.28,( 2.78)
"Abilene, TX",10180,1986,4,94.80,( 2.84)
"Abilene, TX",10180,1987,1,101.63,( 2.87)
"Abilene, TX",10180,1987,2,100.89,( 2.64)
"Abilene, TX",10180,1987,3,95.20,( 3.06)
"Abilene, TX",10180,1987,4,94.09,( 3.59)
"Abilene, TX",10180,1988,1,82.69,( 3.16)
"Abilene, TX",10180,1988,2,87.54,( 2.53)
"Abilene, TX",10180,1988,3,83.18,( 2.39)
"Abilene, TX",10180,1988,4,84.89,( 2.60)
"Abilene, TX",10180,1989,1,88.78,( 2.65)
"Abilene, TX",10180,1989,2,80.93,( 2.57)
"Abilene, TX",10180,1989,3,84.20,( 2.60)
"Abilene, TX",10180,1989,4,76.42,( 2.88)
"Abilene, TX",10180,1990,1,81.58,( 2.62)
"Abilene, TX",10180,1990,2,79.83,( 2.32)
"Abilene, TX",10180,1990,3,79.49,( 2.48)
"Abilene, TX",10180,1990,4,82.68,( 2.47)
"Abilene, TX",10180,1991,1,83.67,( 2.97)
"Abilene, TX",10180,1991,2,87.81,( 2.54)
"Abilene, TX",10180,1991,3,88.38,( 2.79)
"Abilene, TX",10180,1991,4,83.71,( 2.28)
"Abilene, TX",10180,1992,1,93.31,( 2.29)
"Abilene, TX",10180,1992,2,90.94,( 2.27)
"Abilene, TX",10180,1992,3,91.99,( 2.26)
"Abilene, TX",10180,1992,4,92.60,( 2.10)
"Abilene, TX",10180,1993,1,94.69,( 2.30)
"Abilene, TX",10180,1993,2,97.51,( 2.15)
"Abilene, TX",10180,1993,3,96.91,( 2.15)
"Abilene, TX",10180,1993,4,99.49,( 2.12)
"Abilene, TX",10180,1994,1,98.06,( 2.22)
"Abilene, TX",10180,1994,2,100.31,( 2.29)
"Abilene, TX",10180,1994,3,99.20,( 2.20)
"Abilene, TX",10180,1994,4,96.99,( 2.19)
"Abilene, TX",10180,1995,1,100.00,( 0.00)
"Abilene, TX",10180,1995,2,101.97,( 2.41)
"Abilene, TX",10180,1995,3,100.69,( 2.22)
"Abilene, TX",10180,1995,4,102.37,( 2.54)
"Abilene, TX",10180,1996,1,105.42,( 2.25)
"Abilene, TX",10180,1996,2,106.53,( 2.31)
"Abilene, TX",10180,1996,3,105.62,( 2.30)
"Abilene, TX",10180,1996,4,105.70,( 2.65)
"Abilene, TX",10180,1997,1,105.53,( 2.63)
"Abilene, TX",10180,1997,2,105.62,( 2.33)
"Abilene, TX",10180,1997,3,108.83,( 2.36)
"Abilene, TX",10180,1997,4,109.55,( 2.47)
"Abilene, TX",10180,1998,1,109.72,( 2.31)
"Abilene, TX",10180,1998,2,108.21,( 2.27)
"Abilene, TX",10180,1998,3,110.86,( 2.33)
"Abilene, TX",10180,1998,4,112.18,( 2.27)
"Abilene, TX",10180,1999,1,112.52,( 2.32)
"Abilene, TX",10180,1999,2,113.83,( 2.39)
"Abilene, TX",10180,1999,3,114.98,( 2.40)
"Abilene, TX",10180,1999,4,115.91,( 2.47)
"Abilene, TX",10180,2000,1,114.48,( 2.52)
"Abilene, TX",10180,2000,2,114.11,( 2.36)
"Abilene, TX",10180,2000,3,115.67,( 2.37)
"Abilene, TX",10180,2000,4,118.60,( 2.57)
"Abilene, TX",10180,2001,1,118.74,( 2.53)
"Abilene, TX",10180,2001,2,120.25,( 2.46)
"Abilene, TX",10180,2001,3,119.12,( 2.42)
"Abilene, TX",10180,2001,4,123.57,( 2.48)
"Abilene, TX",10180,2002,1,122.91,( 2.50)
"Abilene, TX",10180,2002,2,121.85,( 2.45)
"Abilene, TX",10180,2002,3,123.54,( 2.47)
"Abilene, TX",10180,2002,4,127.17,( 2.53)
"Abilene, TX",10180,2003,1,126.50,( 2.53)
"Abilene, TX",10180,2003,2,127.39,( 2.48)
"Abilene, TX",10180,2003,3,128.06,( 2.49)
"Abilene, TX",10180,2003,4,126.48,( 2.63)
"Abilene, TX",10180,2004,1,130.37,( 2.70)
"Abilene, TX",10180,2004,2,132.22,( 2.66)
"Abilene, TX",10180,2004,3,133.59,( 2.74)
"Abilene, TX",10180,2004,4,134.89,( 2.80)
"Abilene, TX",10180,2005,1,137.42,( 2.87)
"Abilene, TX",10180,2005,2,142.31,( 2.92)
"Abilene, TX",10180,2005,3,142.86,( 2.87)
"Abilene, TX",10180,2005,4,145.23,( 3.03)
"Abilene, TX",10180,2006,1,150.89,( 3.08)
"Abilene, TX",10180,2006,2,151.56,( 3.05)
"Abilene, TX",10180,2006,3,155.56,( 3.12)
"Abilene, TX",10180,2006,4,157.77,( 3.21)
"Abilene, TX",10180,2007,1,162.42,( 3.39)
"Abilene, TX",10180,2007,2,164.05,( 3.26)
"Abilene, TX",10180,2007,3,163.14,( 3.23)
"Abilene, TX",10180,2007,4,163.62,( 3.35)
"Abilene, TX",10180,2008,1,165.61,( 3.36)
"Abilene, TX",10180,2008,2,164.99,( 3.34)
"Abilene, TX",10180,2008,3,166.16,( 3.40)
"Abilene, TX",10180,2008,4,169.46,( 3.64)
"Abilene, TX",10180,2009,1,170.52,( 3.42)
"Abilene, TX",10180,2009,2,169.89,( 3.42)
